etablissement_id,type_etablissement,periode,date,annee,semestre,reforme,post,interaction_did,budget_education,nb_eleves,ratio_eleves_enseignant,taux_pauvrete,niveau_urbanisation,approche_pedagogique,score_tests,taux_emploi_jeunes,log_budget,log_nb_eleves,groupe,periode_relative,phase
11,Lycée,1,2015-01-01,2015,1,0,0,0,1251.2631615842129,500.48209784245313,28.672276048988888,,63.57816323039519,Traditionnelle,75.02742816418943,50.78702563062981,7.1319088493227305,6.2155718295690185,Non réformé,-1,Pre-réforme
12,Lycée,1,2015-01-01,2015,1,0,0,0,1050.6540057944517,527.7830572804261,25.17781665618057,17.713694984012804,79.78417318394378,Traditionnelle,74.35343066623898,58.45136856384593,6.957168111914514,6.268685322910611,Non réformé,-1,Pre-réforme
13,Lycée,1,2015-01-01,2015,1,0,0,0,1255.8424471881663,315.8488279696883,20.694230237130334,6.93351415384446,71.66190614053266,Expérimentale,80.39795556822192,53.999648128028696,7.135561899023061,5.755263706619725,Non réformé,-1,Pre-réforme
14,Lycée,1,2015-01-01,2015,1,0,0,0,879.6647688071836,708.1564319018339,30.56883162323132,12.388331048665615,39.172572794265214,Expérimentale,77.94317127035919,54.45913538912035,6.779540890357158,6.562665018301971,Non réformé,-1,Pre-réforme
15,Lycée,1,2015-01-01,2015,1,1,0,0,1258.117026936347,506.15925013805776,23.265930137956115,18.54204872796706,44.13624075995992,Expérimentale,75.14365329325273,49.14969389047625,7.137371459115235,6.226851343365384,Réformé,-1,Pre-réforme
16,Lycée,1,2015-01-01,2015,1,1,0,0,1019.6173639921354,685.4597644273377,27.112269930654314,25.130073480889664,45.568286722952024,Mixte,74.42351987145487,50.518508002424966,6.927182702557159,6.530089802060682,Réformé,-1,Pre-réforme
17,Lycée,1,2015-01-01,2015,1,0,0,0,918.7549560367061,237.28251101498904,17.382759997348277,11.120353907982324,49.43920650988739,Traditionnelle,73.25850074457466,46.88462557427506,6.823019444838163,5.469251460831053,Non réformé,-1,Pre-réforme
18,Lycée,1,2015-01-01,2015,1,0,0,0,1124.2030093661936,503.6510037046045,27.152126722976448,27.358428443540397,69.70318139829656,Progressive,81.09565207210494,54.43998831726148,7.024829627460134,6.221883575248025,Non réformé,-1,Pre-réforme
19,Lycée,1,2015-01-01,2015,1,0,0,0,937.3285330658235,641.2364331373676,,19.70383206918293,76.23262325489361,Expérimentale,76.32497746799214,52.03894071770412,6.843033843053554,6.4633982393603775,Non réformé,-1,Pre-réforme
20,Lycée,1,2015-01-01,2015,1,0,0,0,,730.5137459640064,24.479453744396228,27.570350298630807,26.552199929860997,Mixte,74.7268978614288,56.87402461428075,,6.5937480482129,Non réformé,-1,Pre-réforme
21,Lycée,1,2015-01-01,2015,1,1,0,0,1014.7154013781661,309.1426350855071,22.80413563513658,26.514507256888727,40.756435844807214,Expérimentale,75.3274003805663,42.731357841926375,6.9223634594276255,5.7338027726106855,Réformé,-1,Pre-réforme
22,Lycée,1,2015-01-01,2015,1,1,0,0,912.7584285161332,595.6661643281993,22.40904201161225,21.626390873697034,76.72866224931137,Traditionnelle,73.43299739921247,52.089968189063526,6.8164712546932025,6.389680383169529,Réformé,-1,Pre-réforme
23,Lycée,1,2015-01-01,2015,1,0,0,0,1084.151494111705,483.974252186978,,35.71706068386612,67.52451566662393,Progressive,71.42596711579306,52.56907325156375,6.988552926950406,6.182031707340781,Non réformé,-1,Pre-réforme
24,Lycée,1,2015-01-01,2015,1,0,0,0,896.1541621122312,681.0718403099813,34.10760608727265,11.922610132075095,36.61574936366277,Mixte,80.01899221394726,49.2341301602999,6.798112454103836,6.52366779296441,Non réformé,-1,Pre-réforme
25,Lycée,1,2015-01-01,2015,1,0,0,0,475.12570714741616,447.47542622380297,16.104005772959777,16.997498547647446,36.5188065702969,Expérimentale,77.53434261538943,49.578031843684336,6.163579415648039,6.103621622740748,Non réformé,-1,Pre-réforme
26,Lycée,1,2015-01-01,2015,1,0,0,0,1181.316019704498,583.298102613511,21.996417221877028,24.14750580547782,71.27330786864852,Expérimentale,73.65706666983634,55.386512144961685,7.074384366943111,6.3686983809058715,Non réformé,-1,Pre-réforme
27,Lycée,1,2015-01-01,2015,1,1,0,0,997.0228424804586,625.904476748747,18.781881712062336,25.481328119709715,35.51227754016175,Progressive,77.75094628539408,51.82168752851244,6.904773680913482,6.439197766403474,Réformé,-1,Pre-réforme
28,Lycée,1,2015-01-01,2015,1,0,0,0,1203.3799029618024,403.1505407031201,13.556492880133836,27.330805972760388,73.7308288681894,Traditionnelle,83.37140061408948,55.900928321666534,7.092889462432244,5.999310042326014,Non réformé,-1,Pre-réforme
29,Lycée,1,2015-01-01,2015,1,1,0,0,1152.4796195356857,586.1864803798272,23.546589294640537,,49.607204558710066,Expérimentale,72.25060048582196,53.092770584586845,7.049671091014389,6.373637964858031,Réformé,-1,Pre-réforme
30,Lycée,1,2015-01-01,2015,1,1,0,0,1038.2266244159377,301.8318553163689,19.826889375104926,31.655344757492102,73.39203236298951,Traditionnelle,73.83373788020774,48.707686214981656,6.945269367849452,5.709870091845033,Réformé,-1,Pre-réforme
31,Lycée,1,2015-01-01,2015,1,0,0,0,898.7743377746059,700.4388469075965,19.68725369948055,8.277372931613415,55.462983405980324,Progressive,77.57873403363804,51.27137759636805,6.8010319882509265,6.5517070627622624,Non réformé,-1,Pre-réforme
32,Lycée,1,2015-01-01,2015,1,0,0,0,1379.0729055581596,374.75197166081864,27.448698711608742,17.117575726414533,50.389981874363194,Expérimentale,73.91297864793995,50.517696412730544,7.229166744820877,5.926264398238563,Non réformé,-1,Pre-réforme
33,Lycée,1,2015-01-01,2015,1,0,0,0,1218.1986128416715,478.5031877863202,23.28077111037759,15.444377172878157,,Mixte,77.42149837439096,,7.10512849970667,6.170662872911194,Non réformé,-1,Pre-réforme
34,Lycée,1,2015-01-01,2015,1,0,0,0,998.4737445217111,372.6032371353763,25.23330222091466,21.361107514220947,88.6668854326058,Traditionnelle,75.06642323808164,49.89114287631967,6.906227857589482,5.920514146093721,Non réformé,-1,Pre-réforme
35,Lycée,1,2015-01-01,2015,1,0,0,0,1032.7173879359646,468.2170066407402,21.26991295314323,29.130834644558043,75.59223283031821,Traditionnelle,74.94550571235455,49.94379372068814,6.939948847890085,6.148931877850227,Non réformé,-1,Pre-réforme
36,Lycée,1,2015-01-01,2015,1,0,0,0,1174.2911212095564,623.483982481188,19.73860172025425,22.208633542441305,45.87399862590705,Progressive,72.83192193792883,46.78387119308459,7.068419943420674,6.435323075104762,Non réformé,-1,Pre-réforme
37,Lycée,1,2015-01-01,2015,1,0,0,0,1081.8258249595253,526.6609348321208,25.451381581334648,29.944137025433818,88.86466697816431,Progressive,77.11139823796275,53.400370312354625,6.98640547136493,6.26655695406353,Non réformé,-1,Pre-réforme
38,Lycée,1,2015-01-01,2015,1,1,0,0,1449.0450958475049,506.1051442230154,27.359256578877925,20.847787572206943,,Traditionnelle,76.82434934440622,51.57047173587625,7.278660063884369,6.226744442608239,Réformé,-1,Pre-réforme
39,Lycée,1,2015-01-01,2015,1,0,0,0,952.9759523852838,548.873405386496,22.757563007612234,22.290388241011463,77.50485176605501,Mixte,79.46053153673691,50.790737525893775,6.859589669742213,6.307867823637845,Non réformé,-1,Pre-réforme
40,Lycée,1,2015-01-01,2015,1,0,0,0,851.0670627548975,323.1350391517233,13.75045878199514,29.263074276576248,,Mixte,77.84279576396683,48.60589016116342,6.7464909301158045,5.778070313721567,Non réformé,-1,Pre-réforme
41,Collège,1,2015-01-01,2015,1,0,0,0,1061.9326846916235,444.5527334074451,23.19992192803076,19.1374891893027,63.54093889221889,Expérimentale,78.4835730686158,51.288060235606935,6.96784581438016,6.097068683254679,Non réformé,-1,Pre-réforme
42,Collège,1,2015-01-01,2015,1,1,0,0,889.6301836742217,376.7451830523479,26.01279811702192,15.818225478206525,55.914456912480276,Mixte,71.05618484002663,49.38547741077284,6.790805852410633,5.931569051896927,Réformé,-1,Pre-réforme
43,Collège,1,2015-01-01,2015,1,0,0,0,,671.0193053846039,17.81967228365791,25.72188926633342,53.86061787984787,Expérimentale,75.24214622577531,51.88814208173068,,6.508797907622786,Non réformé,-1,Pre-réforme
44,Collège,1,2015-01-01,2015,1,0,0,0,766.9464203297531,262.89868258713557,20.55263998833446,13.926109974346797,100.0,Expérimentale,73.84713147159316,45.092199649283494,6.642416942773034,5.571768720643537,Non réformé,-1,Pre-réforme
45,Collège,1,2015-01-01,2015,1,0,0,0,1068.2790491762985,433.2547892513556,17.092448835746026,11.557194264318223,10.958581785069903,Progressive,77.76083754177706,61.13719247011218,6.9738042673922225,6.071325982778947,Non réformé,-1,Pre-réforme
46,Collège,1,2015-01-01,2015,1,0,0,0,986.6790888642511,290.2019720017447,26.108260776434484,7.032149126603256,49.976606105487726,Mixte,77.17080870906896,54.40061256127311,6.894344848635861,5.670577135746588,Non réformé,-1,Pre-réforme
47,Collège,1,2015-01-01,2015,1,1,0,0,1042.3650610925263,196.14743781763798,21.594910366491213,24.403871826222538,55.02380203572171,Expérimentale,71.46583432324653,49.71055014039824,6.949247507494228,5.278866610207964,Réformé,-1,Pre-réforme
48,Collège,1,2015-01-01,2015,1,1,0,0,697.5582871315962,863.6993975345266,15.91853573245658,19.54691513235127,57.233668788057265,Expérimentale,76.1321624711952,,6.547586075984162,6.7612247887457935,Réformé,-1,Pre-réforme
49,Collège,1,2015-01-01,2015,1,1,0,0,1185.7073512441725,437.55113629030456,21.269875981058785,11.931484532153634,34.03929802129733,Mixte,75.40125602262583,53.757369809243805,7.078094796363986,6.081193581916657,Réformé,-1,Pre-réforme
50,Collège,1,2015-01-01,2015,1,1,0,0,1044.9292796027396,601.2133133801909,21.28849498941192,18.9771947925199,74.0281479139241,Expérimentale,71.28609448458236,47.84931765822844,6.951704487087552,6.398949802311259,Réformé,-1,Pre-réforme
51,Collège,1,2015-01-01,2015,1,0,0,0,1146.676246334164,469.31402528467925,21.521977704802605,15.527022947387968,51.5144706712277,Traditionnelle,74.05279767795471,52.523173396590025,7.044622816025626,6.151272107895422,Non réformé,-1,Pre-réforme
52,Collège,1,2015-01-01,2015,1,0,0,0,1065.1298276829455,565.6125637743331,20.337475872574398,19.76065279590815,72.46856790913483,Traditionnelle,73.67177793725917,55.572367366039906,6.970851974641493,6.337909327515168,Non réformé,-1,Pre-réforme
53,Collège,1,2015-01-01,2015,1,0,0,0,1059.7185602441282,500.84479089304637,27.372281056131342,26.86724028774924,65.01849492479803,Traditionnelle,71.90479416706248,48.842117021337664,6.965758642648651,6.216296254470686,Non réformé,-1,Pre-réforme
54,Collège,1,2015-01-01,2015,1,1,0,0,1052.5803603082416,475.60619154500483,12.716401875609444,17.821496084711626,35.204754023759534,Progressive,76.15184867046361,46.531053106683224,6.958999914478692,6.1645901831191985,Réformé,-1,Pre-réforme
55,Collège,1,2015-01-01,2015,1,0,0,0,1281.6108046458442,577.7189200994671,20.577134692744657,17.117054437374783,61.60944144231256,Progressive,78.45118094649152,47.95313163253864,7.155873006869884,6.35908745298568,Non réformé,-1,Pre-réforme
56,Collège,1,2015-01-01,2015,1,0,0,0,945.7856307031138,382.1705330779721,18.768094459876934,35.52392974744981,40.00839804722736,Expérimentale,71.52581974217158,50.25026601137291,6.852015937350775,5.945866930660151,Non réformé,-1,Pre-réforme
57,Collège,1,2015-01-01,2015,1,0,0,0,1360.645059917354,405.7694726236859,25.5119129720757,28.21143565930779,72.83633577216177,Expérimentale,74.47279796847086,51.647240752333445,7.215714175044012,6.005785196921968,Non réformé,-1,Pre-réforme
58,Collège,1,2015-01-01,2015,1,0,0,0,1057.6121049929886,438.59330994550476,8.323066847144222,18.928071618403706,63.381491612622995,Progressive,80.40652294099468,52.82933201888722,6.963768914751463,6.083572582665233,Non réformé,-1,Pre-réforme
59,Collège,1,2015-01-01,2015,1,0,0,0,712.1870498243048,560.3596952687811,17.298731369518343,13.572683748735926,100.0,Traditionnelle,,51.943423197286734,6.568340587337029,6.328578890514469,Non réformé,-1,Pre-réforme
60,Collège,1,2015-01-01,2015,1,0,0,0,1025.8112717605704,605.9785914753782,20.11613334266199,7.102808201629259,76.3597779057967,Traditionnelle,78.43371100387223,48.69053406261125,6.933239063158173,6.406844657846894,Non réformé,-1,Pre-réforme
61,Collège,1,2015-01-01,2015,1,0,0,0,1285.7087934175393,778.4861722359183,18.94052552437869,26.272821979851873,100.0,Expérimentale,76.76632052997292,50.43941603429783,7.159065435467561,6.657351229055828,Non réformé,-1,Pre-réforme
62,Collège,1,2015-01-01,2015,1,0,0,0,1053.8233690089573,432.52450215451404,20.20525942032271,24.889788489451426,43.86287317963516,Traditionnelle,73.10468838357866,55.741679548350824,6.960180133472515,6.069638977147628,Non réformé,-1,Pre-réforme
63,Collège,1,2015-01-01,2015,1,0,0,0,1192.1946297058862,459.6842281649383,28.308557894869445,28.22727475160096,69.73297166384262,Mixte,75.89869155335076,54.184925401982035,7.0835511142511765,6.130539793250239,Non réformé,-1,Pre-réforme
64,Collège,1,2015-01-01,2015,1,0,0,0,964.2802735431761,216.4696788041366,28.157683496438025,15.520123410774286,,Expérimentale,74.36033354488814,46.42997463754135,6.8713819925438235,5.3774504859213925,Non réformé,-1,Pre-réforme
65,Collège,1,2015-01-01,2015,1,0,0,0,1491.063359159919,306.76880044889657,24.731183798951903,24.76467471933451,27.977660209139877,Expérimentale,73.85664193532739,52.215183765960816,7.307244808268261,5.726094370869874,Non réformé,-1,Pre-réforme
66,Collège,1,2015-01-01,2015,1,0,0,0,883.2284364043287,477.95833706537513,17.459323027495877,21.723623000164018,62.915182094569495,Expérimentale,76.30107486485514,51.97392126259944,6.783583872020289,6.169523567741622,Non réformé,-1,Pre-réforme
67,Collège,1,2015-01-01,2015,1,0,0,0,865.7402761781652,576.063013741201,17.831469483550958,5.0,66.86336917066757,Expérimentale,72.72266194576821,50.1399010028301,6.763584951545376,6.356217053568525,Non réformé,-1,Pre-réforme
68,Collège,1,2015-01-01,2015,1,1,0,0,1301.204438067244,524.1474205818207,17.92540470943004,11.974294360435596,73.22314094865663,Mixte,78.37345894268577,50.24875631070013,7.171045605342876,6.26177298174142,Réformé,-1,Pre-réforme
69,Collège,1,2015-01-01,2015,1,1,0,0,1248.947921060697,533.1979729322777,14.231690161549063,24.55426809729046,63.762008364024005,Progressive,79.04285233816418,51.43971095600117,7.130056812747605,6.2788927865949224,Réformé,-1,Pre-réforme
70,Collège,1,2015-01-01,2015,1,0,0,0,903.6967041093709,681.8085505958059,24.116239513550354,15.943718587211702,87.38656348135405,Progressive,74.94988863050352,50.680934383102084,6.8064937997942225,6.524748900833443,Non réformé,-1,Pre-réforme
71,Collège,1,2015-01-01,2015,1,1,0,0,1051.7972226968727,437.71293423423054,22.749751932316972,36.21869636774747,18.074891226670147,Mixte,70.65823214069748,54.43316023013035,6.958255620627773,6.081563294215419,Réformé,-1,Pre-réforme
72,Collège,1,2015-01-01,2015,1,1,0,0,861.1451453514198,510.12917148839284,21.705437086010374,14.57924972821689,57.37723888062884,Traditionnelle,73.20703341176878,52.433340679224436,6.758263067864042,6.234663971077279,Réformé,-1,Pre-réforme
73,Collège,1,2015-01-01,2015,1,0,0,0,960.6617453620515,372.39848211854576,29.382415048155003,24.718915921589925,56.8637763998348,Mixte,76.0053011183989,51.000697155252006,6.867622365076763,5.919964469450851,Non réformé,-1,Pre-réforme
74,Collège,1,2015-01-01,2015,1,0,0,0,1144.0857050648679,712.1308298503595,19.394950655047335,21.736132799856335,,Progressive,74.71360367680721,51.21523984125471,7.0423610861483485,6.568261644321882,Non réformé,-1,Pre-réforme
75,Collège,1,2015-01-01,2015,1,0,0,0,854.1620030123125,324.7465995136377,17.559850089725362,19.15392189036742,54.44000922024691,Traditionnelle,73.7171897586281,,6.750120874875624,5.783045184406242,Non réformé,-1,Pre-réforme
76,Collège,1,2015-01-01,2015,1,1,0,0,941.8761731304108,430.4206364751916,27.35330258932182,19.42842807849663,72.65598176335534,Expérimentale,72.68427106770201,,6.847873814906632,6.064762954898868,Réformé,-1,Pre-réforme
77,Collège,1,2015-01-01,2015,1,1,0,0,1095.8547290570189,464.52733099243807,13.044693422869486,28.05619835580083,96.75128202006263,Progressive,75.09071271318933,45.58748483338735,6.9992899122420775,6.141020396119119,Réformé,-1,Pre-réforme
78,Collège,1,2015-01-01,2015,1,0,0,0,638.7666499119314,635.6748775004761,20.360751939138254,5.0,74.29853977225767,Expérimentale,75.98441788627672,51.91367485056435,6.459539207576518,6.454687233734796,Non réformé,-1,Pre-réforme
79,Collège,1,2015-01-01,2015,1,0,0,0,763.4734684253651,611.739315800495,24.90638107014749,19.81601392334551,86.7055645145296,Mixte,75.59734878187976,49.35337494905351,6.63787837412086,6.416306237193552,Non réformé,-1,Pre-réforme
80,Collège,1,2015-01-01,2015,1,0,0,0,995.7593066056011,492.5277895023239,16.628360900049422,24.920147130396085,41.368495457244386,Traditionnelle,76.37579521761486,52.86974823399076,6.90350556834557,6.1995508844057206,Non réformé,-1,Pre-réforme
81,Primaire,1,2015-01-01,2015,1,0,0,0,1201.129259564367,654.0565069078547,24.296432399792863,21.8422181457707,42.717777894950714,Mixte,75.2213966732589,51.267480753529576,7.091017442903448,6.483193749724538,Non réformé,-1,Pre-réforme
82,Primaire,1,2015-01-01,2015,1,0,0,0,1162.0974671147183,564.3578423833492,28.38938002598605,40.0,23.34840205569946,Traditionnelle,69.32084866973959,49.91674865806068,7.057981812650442,6.335688522616501,Non réformé,-1,Pre-réforme
83,Primaire,1,2015-01-01,2015,1,0,0,0,853.975511471753,400.5134814689249,19.553855512063286,15.282130927456404,30.846228009809753,Mixte,73.4504833563445,50.07339087049351,6.749902518285808,5.992747427537193,Non réformé,-1,Pre-réforme
84,Primaire,1,2015-01-01,2015,1,0,0,0,836.7705431839286,338.39384866652506,,12.962781120576668,41.839821518442164,Traditionnelle,71.2053622652704,50.98778810323196,6.729549890951016,5.824210449867458,Non réformé,-1,Pre-réforme
85,Primaire,1,2015-01-01,2015,1,0,0,0,886.171906545746,343.4722127176323,26.24654237160107,29.90314412076591,72.25107663890272,Expérimentale,70.06085409594155,51.88753706958722,6.786910957231244,5.839106213827328,Non réformé,-1,Pre-réforme
86,Primaire,1,2015-01-01,2015,1,1,0,0,,480.65101445936733,23.364111153373017,12.605775341197107,68.59172196185,Mixte,74.11227926855089,50.19623757078283,,6.175141465108511,Réformé,-1,Pre-réforme
87,Primaire,1,2015-01-01,2015,1,1,0,0,717.4304250372239,704.4086119775818,20.986609489745284,12.234264695980336,51.424674963140575,Progressive,75.62153240344665,49.70611254430196,6.575675974342784,6.557358602523439,Réformé,-1,Pre-réforme
88,Primaire,1,2015-01-01,2015,1,1,0,0,976.4805777856893,383.9788794714861,16.401355024250577,37.43766837827352,22.985407914075708,Expérimentale,73.1646129213929,49.260618360876926,6.883954860498543,5.950587549698757,Réformé,-1,Pre-réforme
89,Primaire,1,2015-01-01,2015,1,1,0,0,1186.8690816222072,750.1496218644212,20.661059598911546,24.8098812468862,39.387903941634065,Traditionnelle,67.85026020133144,49.857556277920956,7.079074095032544,6.620272682452939,Réformé,-1,Pre-réforme
90,Primaire,1,2015-01-01,2015,1,0,0,0,969.6077921897371,501.487849645871,23.487530749408947,,51.809738983770536,Traditionnelle,71.62922165118273,50.70269873812194,6.876891651782074,6.2175793790843015,Non réformé,-1,Pre-réforme
91,Primaire,1,2015-01-01,2015,1,1,0,0,1149.2997360769239,332.99278999547494,16.452109646800412,21.527102623074864,37.689633114074205,Mixte,70.31826602513964,44.1782622620063,7.04690811073658,5.808120838080803,Réformé,-1,Pre-réforme
92,Primaire,1,2015-01-01,2015,1,1,0,0,1057.7796711304552,612.5085717405549,21.33084047037962,5.0,58.41769222030428,Progressive,78.31386763777151,46.08736226313589,6.963927340381844,6.417562936999414,Réformé,-1,Pre-réforme
93,Primaire,1,2015-01-01,2015,1,0,0,0,1389.3887988438366,451.4941572469745,14.218206315133944,19.47065758324365,42.741676559617076,Traditionnelle,74.31503876519776,55.44112664054148,7.236619216360612,6.112562432013561,Non réformé,-1,Pre-réforme
94,Primaire,1,2015-01-01,2015,1,1,0,0,847.0521917892855,704.9023444407977,19.342824437369423,16.679391678035177,83.79899544312974,Progressive,74.52861476807621,47.21495854692923,6.741762312339579,6.558059274694001,Réformé,-1,Pre-réforme
95,Primaire,1,2015-01-01,2015,1,1,0,0,1206.4869477251073,484.7583722453747,21.74216015234725,17.199889274439762,29.751287304199668,Traditionnelle,73.77679750505827,54.45022763827936,7.095468066709931,6.183650565237926,Réformé,-1,Pre-réforme
96,Primaire,1,2015-01-01,2015,1,0,0,0,891.043621850081,270.67964060887755,14.945257650242912,19.01981671246182,53.81063772069751,Progressive,74.95511521451375,52.41074902394804,6.792393384577757,5.600935983628835,Non réformé,-1,Pre-réforme
97,Primaire,1,2015-01-01,2015,1,0,0,0,1288.0441488718427,719.8601918297873,19.385245443944687,22.3799510505469,47.4015881995443,Expérimentale,74.41836458213261,49.50711827361165,7.160880183151265,6.579057015140926,Non réformé,-1,Pre-réforme
98,Primaire,1,2015-01-01,2015,1,0,0,0,1064.9327444359053,251.60981252959354,16.262593661774112,11.669779880249749,46.64057750587727,Traditionnelle,77.49689282374091,50.55026668267086,6.970666925385024,5.527879524580863,Non réformé,-1,Pre-réforme
99,Primaire,1,2015-01-01,2015,1,0,0,0,781.7116465239767,567.9000054411757,21.693942484001976,21.36359943634081,96.77771873289112,Mixte,70.43753314103488,51.128665577670375,6.6614859340841805,6.341945356464608,Non réformé,-1,Pre-réforme
100,Primaire,1,2015-01-01,2015,1,1,0,0,1094.750817982165,567.7559803943077,21.26926426279481,28.96039920209087,73.26461823159326,Traditionnelle,71.20116531021024,45.106121502049966,6.998282052867495,6.341691714429632,Réformé,-1,Pre-réforme
101,Primaire,1,2015-01-01,2015,1,0,0,0,976.1072535023052,-31.254324334050352,26.86587397310113,27.40927738867095,,Mixte,75.55194595052613,46.81321949525655,6.883572471259041,,Non réformé,-1,Pre-réforme
102,Primaire,1,2015-01-01,2015,1,1,0,0,901.8825114185723,816.874965143649,20.110037770905322,14.885444827297341,40.8185363837776,Expérimentale,69.2772867125462,45.07548993538842,6.804484258162693,6.705486041708125,Réformé,-1,Pre-réforme
103,Primaire,1,2015-01-01,2015,1,0,0,0,1122.2107945500593,210.0993378711783,23.885705239074483,22.33171701219732,75.94139550629413,Traditionnelle,78.22814993625822,46.68551412039046,7.023055942367079,5.347580456352311,Non réformé,-1,Pre-réforme
104,Primaire,1,2015-01-01,2015,1,1,0,0,771.8274949696445,521.1062799150827,17.684466773867538,38.35053507694393,77.33691362443614,Progressive,70.74147969987855,45.734378110625244,6.648761072943774,6.255954013109263,Réformé,-1,Pre-réforme
105,Primaire,1,2015-01-01,2015,1,0,0,0,1098.1936625075014,604.4534774464757,25.49682450363414,25.06467532602487,72.48169792505959,Traditionnelle,74.20924092954641,49.147242409639276,7.001421984028177,6.4043247067069355,Non réformé,-1,Pre-réforme
106,Primaire,1,2015-01-01,2015,1,0,0,0,1001.7875733328079,472.91236821799,19.38471290431157,24.325666480729723,7.561086505602567,Progressive,78.01289796497514,48.84991800757793,6.909541256507201,6.158910103289614,Non réformé,-1,Pre-réforme
107,Primaire,1,2015-01-01,2015,1,0,0,0,918.9778666666466,512.1939211853744,16.53050725129494,19.7929293833952,48.60963464096672,Expérimentale,75.75574742453456,50.19614322625805,6.8232620379162,6.23870330564614,Non réformé,-1,Pre-réforme
108,Primaire,1,2015-01-01,2015,1,1,0,0,1068.6751002940523,768.1240304499164,19.249951534907062,19.292224300802516,68.10713652560526,Mixte,72.25392251180538,50.40906209092019,6.974174936198931,6.643951218089939,Réformé,-1,Pre-réforme
109,Primaire,1,2015-01-01,2015,1,1,0,0,804.0424663547087,372.0631245456119,17.64970304019038,20.98763611862673,77.97007593337591,Expérimentale,71.40934941118707,44.93745765846163,6.68965208663324,5.91906352951623,Réformé,-1,Pre-réforme
110,Primaire,1,2015-01-01,2015,1,0,0,0,968.1821488460134,367.31804256979933,16.647686135789478,23.907432061996985,78.38066131072162,Traditionnelle,76.59117663384727,51.00476088928879,6.875420239870236,5.906228073780342,Non réformé,-1,Pre-réforme
111,Primaire,1,2015-01-01,2015,1,0,0,0,774.00670226918,522.0534193602061,16.923296776374173,17.347726362586553,45.763298351456655,Traditionnelle,73.95354241187408,53.05947679770455,6.651580532814743,6.257769918585766,Non réformé,-1,Pre-réforme
112,Primaire,1,2015-01-01,2015,1,0,0,0,1269.2364269594862,549.7409951421761,25.706316694588395,27.25570024234652,61.83761491435112,Progressive,72.9254767608887,50.7580524817107,7.1461707600216435,6.309447249386532,Non réformé,-1,Pre-réforme
113,Primaire,1,2015-01-01,2015,1,0,0,0,903.2027112786391,519.3532679701156,18.55991508345233,31.63407537159228,87.96348413790986,Progressive,76.16756512718568,48.5994748539467,6.805947014689493,6.252584322077467,Non réformé,-1,Pre-réforme
114,Primaire,1,2015-01-01,2015,1,0,0,0,951.9852766398345,365.71506731927616,22.08172092600436,18.10206083147591,76.80529222231644,Progressive,73.75633125305178,45.12421061606662,6.858549568957311,5.901854525617157,Non réformé,-1,Pre-réforme
